DATA,REGIO_CODI,REGIO,AGA_CODI,AGA,SECTOR_CODI,SECTOR,ABS_CODI,ABS,SEXE_CODI,SEXE,EDAT,POBLACIO_DIANA,VACUNACIO_INICIADA,VACUNACIO_COMPLETADA
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,140,LLEIDA 6,1,Dona,60 a 64,518,472,468
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,369,CORBERA DE LLOBREGAT,1,Dona,80 o més,598,575,573
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,111,CORNELLÀ DE LLOBREGAT 4,1,Dona,40 a 44,726,642,635
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,300,LA LLAGOSTA,0,Home,70 a 74,314,303,302
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,203,SANT BOI DE LLOBREGAT 2,1,Dona,30 a 34,524,443,438
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,252,TERRASSA F,1,Dona,15 a 19,1296,1129,1091
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,368,SANTA COLOMA DE GRAMENET 6,1,Dona,20 a 24,517,439,418
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,081,BELLPUIG,0,Home,60 a 64,245,221,220
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,210,SANT FELIU DE LLOBREGAT 2,1,Dona,50 a 54,1217,1141,1132
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,293,L'HOSPITALET DE LLOBREGAT 6-S.EULÀLIA S.,1,Dona,75 a 79,570,550,546
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7852,BARCELONA GRÀCIA,358,BARCELONA-6E,1,Dona,40 a 44,975,839,828
12/01/2022,6200,CAMP DE TARRAGONA,08,Baix Penedès,6258,TARRAGONÈS-BAIX PENEDÈS,314,BAIX PENEDÈS - INTERIOR,1,Dona,45 a 49,698,632,623
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,245,TÀRREGA,1,Dona,15 a 19,678,609,587
12/01/2022,6200,CAMP DE TARRAGONA,08,Baix Penedès,6258,TARRAGONÈS-BAIX PENEDÈS,357,CALAFELL,0,Home,50 a 54,1104,967,945
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,156,MATARÓ 5,0,Home,25 a 29,601,473,448
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,349,MOLLET DEL VALLÈS-2 OEST,0,Home,35 a 39,683,563,550
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,166,EL MORELL,0,Home,60 a 64,335,310,305
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,352,TARRAGONA-7 (SANT SALVADOR),0,Home,75 a 79,146,137,137
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,364,TARRAGONA-8,0,Home,30 a 34,535,414,397
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,266,VILADECANS 2,0,Home,70 a 74,464,443,440
12/01/2022,7801,METROPOLITANA SUD,62,Garraf,7865,ALT PENEDÈS-GARRAF,380,VILANOVA I LA GELTRU 3,0,Home,25 a 29,424,336,328
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7867,BARCELONÈS NORD I MARESME,312,SANT ADRIÀ DEL BESÒS 2,1,Dona,50 a 54,595,531,527
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7853,BARCELONA HORTA-GUINARDÓ,053,BARCELONA 7-C,1,Dona,60 a 64,638,593,591
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,205,SANT BOI DE LLOBREGAT 4,0,Home,45 a 49,957,881,866
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,145,MANRESA 1,0,Home,50 a 54,941,789,770
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,134,LLANÇÀ,1,Dona,50 a 54,269,234,232
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,199,SALT,0,Home,45 a 49,2120,1730,1696
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7851,BARCELONA EIXAMPLE,031,BARCELONA 2-K,0,Home,0 a 11,927,230,25
12/01/2022,6400,GIRONA,52,Baix Empordà,6461,GIRONA NORD,173,PALAMÓS,0,Home,20 a 24,751,583,535
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,223,SANTA COLOMA DE GRAMENET 2,0,Home,20 a 24,392,327,313
12/01/2022,6300,TERRES DE L'EBRE,48,Altebrat,6360,TERRES DE L'EBRE,165,MÓRA LA NOVA - MÓRA D'EBRE,1,Dona,50 a 54,473,416,414
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,189,ROSES,0,Home,0 a 11,1745,274,25
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,389,SANT CUGAT DEL VALLÈS-2,0,Home,35 a 39,750,584,570
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,140,LLEIDA 6,0,Home,35 a 39,532,416,402
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,367,PALLEJÀ,0,Home,15 a 19,430,403,388
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,182,EL PRAT DE LLOBREGAT 1,0,Home,65 a 69,523,483,476
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,236,EL SOLSONÈS,0,Home,70 a 74,314,295,294
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,272,BADALONA 1,0,Home,20 a 24,273,244,237
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,351,VIC-2 SUD,1,Dona,0 a 11,1523,170,30
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7847,BARCELONA SANT MARTÍ,076,BARCELONA 10-F,0,Home,60 a 64,683,618,613
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,248,TERRASSA B,0,Home,55 a 59,877,804,794
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,397,VILAFRANCA DEL PENEDÈS 1,1,Dona,35 a 39,570,489,478
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,269,VILANOVA DEL CAMÍ,1,Dona,20 a 24,310,250,240
12/01/2022,6400,GIRONA,57,Gironès Nord i Pla de l'Estany,6462,GIRONA SUD,126,GIRONA 3,0,Home,15 a 19,1100,941,908
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,107,CONSTANTÍ,0,Home,25 a 29,188,143,133
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,081,BELLPUIG,0,Home,0 a 11,323,44,6
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,292,L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,1,Dona,65 a 69,720,668,651
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,152,MATARÓ 1,1,Dona,65 a 69,628,582,578
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,107,CONSTANTÍ,0,Home,0 a 11,462,53,2
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,223,SANTA COLOMA DE GRAMENET 2,1,Dona,60 a 64,422,398,393
12/01/2022,6300,TERRES DE L'EBRE,49,Baix Ebre,6360,TERRES DE L'EBRE,256,TORTOSA 2 - OEST,1,Dona,35 a 39,710,586,573
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,311,SANT ADRIÀ DEL BESÒS 1,1,Dona,55 a 59,787,746,743
12/01/2022,7100,ALT PIRINEU I ARAN,03,Pallars,7164,ALT PIRINEU,179,LA POBLA DE SEGUR,1,Dona,40 a 44,142,123,123
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,374,SANT VICENÇ DELS HORTS 1,1,Dona,70 a 74,496,479,475
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,199,SALT,0,Home,30 a 34,1482,1041,987
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,266,VILADECANS 2,1,Dona,30 a 34,545,492,483
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,111,CORNELLÀ DE LLOBREGAT 4,0,Home,50 a 54,622,557,549
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,059,BARCELONA 8-C,1,Dona,80 o més,1503,1421,1413
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7846,BARCELONA CIUTAT VELLA,019,BARCELONA 1-D,1,Dona,40 a 44,1041,794,768
12/01/2022,6400,GIRONA,52,Baix Empordà,6461,GIRONA NORD,208,SANT FELIU DE GUÍXOLS,1,Dona,50 a 54,1515,1332,1309
12/01/2022,6700,CATALUNYA CENTRAL,60,Berguedà,6763,SOLSONÈS-BAGES-BERGUEDÀ,082,BERGA,1,Dona,30 a 34,545,430,409
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,080,BÀSCARA,0,Home,0 a 11,239,39,1
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7851,BARCELONA EIXAMPLE,025,BARCELONA 2-E,1,Dona,35 a 39,1430,1175,1148
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7847,BARCELONA SANT MARTÍ,075,BARCELONA 10-E,0,Home,20 a 24,355,298,287
12/01/2022,6300,TERRES DE L'EBRE,49,Baix Ebre,6360,TERRES DE L'EBRE,328,L'ALDEA - CAMARLES - L'AMPOLLA,0,Home,15 a 19,282,230,226
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,399,CASTELLBISBAL,0,Home,50 a 54,546,509,506
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,254,VALL DEL GES,1,Dona,50 a 54,636,567,559
12/01/2022,7801,METROPOLITANA SUD,62,Garraf,7865,ALT PENEDÈS-GARRAF,394,ROQUETES-CANYELLES,0,Home,20 a 24,548,452,430
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,324,VANDELLÒS I L'HOSPITALET DE L'INFANT,1,Dona,30 a 34,180,150,144
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,059,BARCELONA 8-C,1,Dona,70 a 74,589,540,534
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,199,SALT,1,Dona,70 a 74,823,756,753
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,349,MOLLET DEL VALLÈS-2 OEST,0,Home,80 o més,470,456,455
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,267,VILAFANT,1,Dona,12 a 14,282,198,152
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,097,CASTELLAR DEL VALLÈS,0,Home,35 a 39,733,627,609
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,212,SANT HIPÒLIT DE VOLTREGÀ,1,Dona,0 a 11,306,57,6
12/01/2022,6300,TERRES DE L'EBRE,48,Altebrat,6360,TERRES DE L'EBRE,165,MÓRA LA NOVA - MÓRA D'EBRE,1,Dona,55 a 59,535,488,483
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,186,PREMIÀ DE MAR,1,Dona,65 a 69,1252,1175,1160
12/01/2022,7801,METROPOLITANA SUD,62,Garraf,7865,ALT PENEDÈS-GARRAF,316,VILANOVA I LA GELTRÚ 1,0,Home,50 a 54,982,900,888
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,402,BARCELONA 8-K,0,Home,15 a 19,388,345,336
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,309,RUBÍ 1,1,Dona,0 a 11,1756,328,30
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7851,BARCELONA EIXAMPLE,025,BARCELONA 2-E,1,Dona,30 a 34,1777,1400,1375
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,160,MOLINS DE REI,1,Dona,0 a 11,1543,360,23
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7850,BARCELONA SARRIÀ-SANT GERVASI,046,BARCELONA 5-E,1,Dona,60 a 64,1174,1081,1071
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,204,SANT BOI DE LLOBREGAT 3,0,Home,0 a 11,624,77,9
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,059,BARCELONA 8-C,0,Home,70 a 74,452,423,418
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,014,BALAGUER,1,Dona,40 a 44,971,837,829
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,337,CAPELLADES,1,Dona,12 a 14,191,123,98
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,081,BELLPUIG,1,Dona,60 a 64,232,212,211
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,191,SABADELL 1B,1,Dona,40 a 44,798,710,699
12/01/2022,7802,METROPOLITANA NORD,67,Baix Montseny,7842,VALLÈS ORIENTAL,376,ALT MOGENT,0,Home,30 a 34,522,404,393
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7851,BARCELONA EIXAMPLE,030,BARCELONA 2-J,1,Dona,80 o més,1424,1343,1337
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,334,ALMACELLES,0,Home,0 a 11,429,109,19
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,348,MOLLET DEL VALLÈS-EST,1,Dona,75 a 79,665,633,630
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,148,MANRESA 4,0,Home,65 a 69,567,516,506
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,249,TERRASSA C,1,Dona,30 a 34,295,246,238
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,273,BADALONA 2,1,Dona,70 a 74,522,498,494
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,324,VANDELLÒS I L'HOSPITALET DE L'INFANT,0,Home,40 a 44,248,205,202
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,243,TARRAGONA 5,0,Home,60 a 64,443,402,397
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,388,SANT CUGAT DEL VALLÈS-1,1,Dona,50 a 54,1358,1242,1234
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,388,SANT CUGAT DEL VALLÈS-1,1,Dona,65 a 69,810,766,754
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,193,SABADELL 3A,1,Dona,80 o més,798,770,767
12/01/2022,6300,TERRES DE L'EBRE,50,Montsià,6360,TERRES DE L'EBRE,004,AMPOSTA,0,Home,25 a 29,681,527,510
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,009,ARENYS DE MAR,0,Home,25 a 29,612,493,483
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,001,AGRAMUNT,1,Dona,35 a 39,181,148,144
12/01/2022,6400,GIRONA,53,Garrotxa,6461,GIRONA NORD,347,VALL D'EN BAS,0,Home,25 a 29,124,102,99
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,036,BARCELONA 3-E,1,Dona,80 o més,1004,947,941
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,090,CALELLA,1,Dona,40 a 44,738,633,621
12/01/2022,7100,ALT PIRINEU I ARAN,37,Alta Ribagorça,7164,ALT PIRINEU,180,ALTA RIBAGORÇA,0,Home,25 a 29,88,68,64
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,293,L'HOSPITALET DE LLOBREGAT 6-S.EULÀLIA S.,1,Dona,70 a 74,728,684,677
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,090,CALELLA,1,Dona,12 a 14,332,217,165
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,335,SANT ANDREU DE LLAVANERES,0,Home,45 a 49,791,707,698
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,398,VILAFRANCA DEL PENEDÈS 2,0,Home,40 a 44,962,828,809
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,277,BADALONA 6,1,Dona,65 a 69,954,897,884
12/01/2022,7100,ALT PIRINEU I ARAN,03,Pallars,7164,ALT PIRINEU,174,PALLARS SOBIRÀ,0,Home,25 a 29,147,103,99
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7851,BARCELONA EIXAMPLE,028,BARCELONA 2-H,1,Dona,40 a 44,1076,893,871
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,286,GRANOLLERS 3 - CENTRE EST,1,Dona,25 a 29,793,680,659
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,196,SABADELL 5,1,Dona,70 a 74,411,383,381
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,277,BADALONA 6,0,Home,12 a 14,395,262,199
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7850,BARCELONA SARRIÀ-SANT GERVASI,044,BARCELONA 5-C,1,Dona,12 a 14,516,357,259
12/01/2022,6300,TERRES DE L'EBRE,48,Altebrat,6360,TERRES DE L'EBRE,120,FLIX,1,Dona,50 a 54,237,214,214
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,354,LA SELVA DEL CAMP,0,Home,45 a 49,298,261,256
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,087,LES BORGES DEL CAMP,0,Home,60 a 64,239,215,213
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,005,ANGLÈS,0,Home,15 a 19,352,303,298
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,335,SANT ANDREU DE LLAVANERES,1,Dona,20 a 24,590,523,517
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,296,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,0,Home,20 a 24,850,685,631
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7853,BARCELONA HORTA-GUINARDÓ,326,BARCELONA 7-G,1,Dona,15 a 19,626,550,535
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,383,BARCELONA 3-H,0,Home,20 a 24,560,455,428
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,202,SANT BOI DE LLOBREGAT 1,0,Home,0 a 11,1895,465,34
12/01/2022,6300,TERRES DE L'EBRE,50,Montsià,6360,TERRES DE L'EBRE,206,SANT CARLES DE LA RÀPITA,0,Home,60 a 64,806,713,707
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,108,CORNELLÀ DE LLOBREGAT 1,1,Dona,35 a 39,960,823,809
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,355,LA ROCA DEL VALLÈS,1,Dona,55 a 59,414,386,384
12/01/2022,6700,CATALUNYA CENTRAL,60,Berguedà,6763,SOLSONÈS-BAGES-BERGUEDÀ,130,ALT BERGUEDÀ,0,Home,15 a 19,124,110,107
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,398,VILAFRANCA DEL PENEDÈS 2,1,Dona,30 a 34,569,459,439
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,148,MANRESA 4,0,Home,25 a 29,600,458,428
12/01/2022,7100,ALT PIRINEU I ARAN,03,Pallars,7164,ALT PIRINEU,259,TREMP,0,Home,80 o més,320,299,299
12/01/2022,6300,TERRES DE L'EBRE,48,Altebrat,6360,TERRES DE L'EBRE,246,TERRA ALTA,0,Home,30 a 34,286,226,225
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7853,BARCELONA HORTA-GUINARDÓ,053,BARCELONA 7-C,0,Home,20 a 24,521,416,398
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,116,ESPLUGUES DE LLOBREGAT 1,1,Dona,40 a 44,761,678,672
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7852,BARCELONA GRÀCIA,050,BARCELONA 6-D,1,Dona,45 a 49,960,851,836
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,248,TERRASSA B,1,Dona,15 a 19,890,787,757
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,286,GRANOLLERS 3 - CENTRE EST,0,Home,75 a 79,534,513,508
12/01/2022,6400,GIRONA,54,Ripollès,6461,GIRONA NORD,343,RIBES DE FRESER-CAMPDEVÀNOL,0,Home,60 a 64,226,215,214
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,311,SANT ADRIÀ DEL BESÒS 1,1,Dona,0 a 11,1004,237,25
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7855,BARCELONA SANT ANDREU,067,BARCELONA 9-C,0,Home,40 a 44,1253,1066,1043
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,223,SANTA COLOMA DE GRAMENET 2,0,Home,80 o més,347,335,335
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7855,BARCELONA SANT ANDREU,395,BARCELONA 9-H,0,Home,50 a 54,1094,1012,1007
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,219,SANT VICENÇ DE CASTELLET,0,Home,25 a 29,351,267,260
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,269,VILANOVA DEL CAMÍ,0,Home,50 a 54,527,474,472
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,285,GRANOLLERS 2 - NORD,0,Home,20 a 24,842,684,655
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,158,MATARÓ 7,1,Dona,75 a 79,387,376,374
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,217,SANT QUIRZE DE BESORA,1,Dona,35 a 39,136,120,116
12/01/2022,6400,GIRONA,52,Baix Empordà,6461,GIRONA NORD,173,PALAMÓS,0,Home,60 a 64,964,879,865
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,247,TERRASSA A,1,Dona,80 o més,2005,1915,1902
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7853,BARCELONA HORTA-GUINARDÓ,052,BARCELONA 7-B,1,Dona,40 a 44,722,630,623
12/01/2022,7100,ALT PIRINEU I ARAN,02,Cerdanya,7164,ALT PIRINEU,103,LA CERDANYA,0,Home,80 o més,346,331,329
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,370,ABRERA,0,Home,20 a 24,345,289,280
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,299,L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),1,Dona,45 a 49,1074,986,976
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,399,CASTELLBISBAL,0,Home,12 a 14,262,185,141
