DATA,REGIO_CODI,REGIO,AGA_CODI,AGA,SECTOR_CODI,SECTOR,ABS_CODI,ABS,SEXE_CODI,SEXE,EDAT,POBLACIO_DIANA,VACUNACIO_INICIADA,VACUNACIO_COMPLETADA
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,384,CERDANYOLA-RIPOLLET,0,Home,15 a 19,399,362,349
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,266,VILADECANS 2,1,Dona,0 a 11,905,334,28
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,335,SANT ANDREU DE LLAVANERES,0,Home,25 a 29,485,392,380
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,261,VALLIRANA,0,Home,30 a 34,603,476,453
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7848,BARCELONA LES CORTS,040,BARCELONA 4-B,1,Dona,0 a 11,925,267,24
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,388,SANT CUGAT DEL VALLÈS-1,1,Dona,70 a 74,768,717,714
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,372,IGUALADA-2,1,Dona,60 a 64,700,643,632
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,241,TARRAGONA 3,1,Dona,70 a 74,914,865,856
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7853,BARCELONA HORTA-GUINARDÓ,055,BARCELONA 7-E,1,Dona,25 a 29,904,745,716
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,091,CAMBRILS,1,Dona,0 a 11,1894,347,33
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7853,BARCELONA HORTA-GUINARDÓ,054,BARCELONA 7-D,0,Home,12 a 14,396,284,211
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,038,BARCELONA 3-G,0,Home,40 a 44,986,851,844
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,167,NAVÀS/BALSARENY,0,Home,15 a 19,245,207,195
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,284,GRANOLLERS 1 -OEST,1,Dona,40 a 44,979,838,822
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,211,NAVARCLES - SANT FRUITÓS DE BAGES,0,Home,60 a 64,820,772,770
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,059,BARCELONA 8-C,1,Dona,55 a 59,919,819,812
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7848,BARCELONA LES CORTS,039,BARCELONA 4-A,1,Dona,60 a 64,1160,1085,1074
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,148,MANRESA 4,1,Dona,40 a 44,853,727,710
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,115,ESPARREGUERA,1,Dona,65 a 69,729,664,654
12/01/2022,6400,GIRONA,57,Gironès Nord i Pla de l'Estany,6462,GIRONA SUD,126,GIRONA 3,0,Home,20 a 24,1113,887,837
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,096,CARDONA,0,Home,60 a 64,185,173,172
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7855,BARCELONA SANT ANDREU,070,BARCELONA 9-F,0,Home,25 a 29,396,293,275
12/01/2022,6300,TERRES DE L'EBRE,48,Altebrat,6360,TERRES DE L'EBRE,165,MÓRA LA NOVA - MÓRA D'EBRE,0,Home,45 a 49,571,475,468
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,012,ARTESA DE SEGRE,0,Home,75 a 79,100,97,97
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,325,PINEDA,1,Dona,30 a 34,797,642,625
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7851,BARCELONA EIXAMPLE,029,BARCELONA 2-I,1,Dona,30 a 34,1070,866,841
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,390,SANT CUGAT DEL VALLÈS-3,0,Home,55 a 59,1041,998,991
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,254,VALL DEL GES,1,Dona,65 a 69,628,580,566
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,252,TERRASSA F,0,Home,70 a 74,896,853,842
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,303,REUS 1,1,Dona,65 a 69,367,332,327
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,186,PREMIÀ DE MAR,1,Dona,80 o més,1541,1469,1459
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7853,BARCELONA HORTA-GUINARDÓ,051,BARCELONA 7-A,0,Home,35 a 39,790,635,614
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,339,SALOU,0,Home,45 a 49,1468,1180,1167
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,253,TONA,1,Dona,30 a 34,311,265,251
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,109,CORNELLÀ DE LLOBREGAT 2,1,Dona,15 a 19,557,461,445
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,257,TORREDEMBARRA,0,Home,12 a 14,736,486,360
12/01/2022,6400,GIRONA,57,Gironès Nord i Pla de l'Estany,6462,GIRONA SUD,127,GIRONA 4,1,Dona,12 a 14,309,199,161
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,375,SANT VICENÇ DELS HORTS 2,0,Home,80 o més,254,240,239
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7867,BARCELONÈS NORD I MARESME,312,SANT ADRIÀ DEL BESÒS 2,0,Home,35 a 39,623,514,490
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,158,MATARÓ 7,1,Dona,80 o més,662,619,615
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,104,CERDANYOLA DEL VALLÈS 1,0,Home,55 a 59,877,826,820
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,090,CALELLA,1,Dona,70 a 74,546,520,514
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,204,SANT BOI DE LLOBREGAT 3,0,Home,45 a 49,478,435,428
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,155,MATARÓ 4,0,Home,65 a 69,562,535,531
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,339,SALOU,0,Home,70 a 74,496,435,428
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,356,TERRASSA-G,1,Dona,65 a 69,622,575,565
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,384,CERDANYOLA-RIPOLLET,1,Dona,60 a 64,394,359,357
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,168,OLESA DE MONTSERRAT,1,Dona,30 a 34,643,497,480
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,252,TERRASSA F,0,Home,80 o més,877,839,834
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,368,SANTA COLOMA DE GRAMENET 6,0,Home,35 a 39,741,591,573
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,397,VILAFRANCA DEL PENEDÈS 1,1,Dona,20 a 24,545,466,451
12/01/2022,6400,GIRONA,58,Gironès Sud i Selva Interior,6462,GIRONA SUD,221,SANTA COLOMA DE FARNERS,1,Dona,40 a 44,619,523,513
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,272,BADALONA 1,0,Home,15 a 19,382,352,344
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,200,SALLENT,1,Dona,35 a 39,182,145,138
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7846,BARCELONA CIUTAT VELLA,016,BARCELONA 1-A,1,Dona,75 a 79,290,272,269
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,218,SANT SADURNÍ D'ANOIA,0,Home,45 a 49,1039,889,876
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,356,TERRASSA-G,1,Dona,15 a 19,704,631,599
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7850,BARCELONA SARRIÀ-SANT GERVASI,046,BARCELONA 5-E,0,Home,0 a 11,1578,418,28
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,010,ARGENTONA,0,Home,60 a 64,597,559,556
12/01/2022,7801,METROPOLITANA SUD,62,Garraf,7865,ALT PENEDÈS-GARRAF,359,CUBELLES-CUNIT,0,Home,20 a 24,770,610,573
12/01/2022,7801,METROPOLITANA SUD,62,Garraf,7865,ALT PENEDÈS-GARRAF,359,CUBELLES-CUNIT,0,Home,15 a 19,896,789,759
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,105,CERDANYOLA DEL VALLÈS 2,0,Home,30 a 34,605,495,479
12/01/2022,6400,GIRONA,57,Gironès Nord i Pla de l'Estany,6462,GIRONA SUD,015,BANYOLES,1,Dona,50 a 54,1181,1039,1027
12/01/2022,6200,CAMP DE TARRAGONA,06,Alt Camp i Conca de Barberà,6257,ALT CAMP-CONCA DE BARBERÀ,263,VALLS URBÀ,0,Home,15 a 19,810,692,674
12/01/2022,6400,GIRONA,57,Gironès Nord i Pla de l'Estany,6462,GIRONA SUD,127,GIRONA 4,0,Home,60 a 64,473,438,430
12/01/2022,6400,GIRONA,53,Garrotxa,6461,GIRONA NORD,083,BESALÚ,0,Home,75 a 79,119,113,111
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,306,REUS 4,0,Home,0 a 11,1290,215,18
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,307,REUS 5,0,Home,30 a 34,833,634,604
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,121,LA GARRIGA,1,Dona,80 o més,1241,1187,1183
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,279,BADALONA 8,1,Dona,20 a 24,345,318,310
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,379,LLEIDA 7,1,Dona,35 a 39,567,441,431
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,038,BARCELONA 3-G,1,Dona,20 a 24,556,492,481
12/01/2022,6400,GIRONA,52,Baix Empordà,6461,GIRONA NORD,084,LA BISBAL D'EMPORDÀ,0,Home,80 o més,382,367,361
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,366,CASTELLDEFELS-2,1,Dona,80 o més,1015,958,946
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,149,MARTORELL,0,Home,25 a 29,896,639,602
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,212,SANT HIPÒLIT DE VOLTREGÀ,1,Dona,65 a 69,226,212,206
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,034,BARCELONA 3-C,1,Dona,15 a 19,329,276,267
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,261,VALLIRANA,0,Home,70 a 74,517,490,486
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,102,CENTELLES,0,Home,0 a 11,642,145,19
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7853,BARCELONA HORTA-GUINARDÓ,051,BARCELONA 7-A,0,Home,40 a 44,887,745,727
12/01/2022,6200,CAMP DE TARRAGONA,08,Baix Penedès,6258,TARRAGONÈS-BAIX PENEDÈS,357,CALAFELL,1,Dona,0 a 11,1330,270,15
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,374,SANT VICENÇ DELS HORTS 1,1,Dona,15 a 19,642,589,583
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,156,MATARÓ 5,0,Home,20 a 24,635,535,506
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,287,GRANOLLERS 4 - SUD,1,Dona,25 a 29,467,404,389
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,402,BARCELONA 8-K,0,Home,20 a 24,392,327,314
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,373,BEGUES,0,Home,25 a 29,207,157,152
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,158,MATARÓ 7,1,Dona,0 a 11,582,139,18
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,109,CORNELLÀ DE LLOBREGAT 2,1,Dona,20 a 24,656,544,519
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,161,PLA D'URGELL,0,Home,80 o més,1036,1004,1001
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,242,TARRAGONA 4,1,Dona,30 a 34,382,309,304
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,304,REUS 2,1,Dona,55 a 59,1031,951,944
12/01/2022,6400,GIRONA,57,Gironès Nord i Pla de l'Estany,6462,GIRONA SUD,126,GIRONA 3,0,Home,60 a 64,1005,932,926
12/01/2022,6200,CAMP DE TARRAGONA,06,Alt Camp i Conca de Barberà,6257,ALT CAMP-CONCA DE BARBERÀ,162,MONTBLANC,1,Dona,12 a 14,257,174,131
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,218,SANT SADURNÍ D'ANOIA,0,Home,12 a 14,447,291,214
12/01/2022,7801,METROPOLITANA SUD,61,Alt Penedès,7865,ALT PENEDÈS-GARRAF,398,VILAFRANCA DEL PENEDÈS 2,0,Home,30 a 34,590,446,429
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,282,BADALONA 11,1,Dona,20 a 24,615,569,560
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,392,POLINYÀ-SENTMENAT,0,Home,65 a 69,386,367,367
12/01/2022,7803,BARCELONA CIUTAT,71,Barcelona Litoral Mar,7847,BARCELONA SANT MARTÍ,072,BARCELONA 10-B,1,Dona,75 a 79,566,533,530
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,034,BARCELONA 3-C,1,Dona,25 a 29,435,379,366
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,182,EL PRAT DE LLOBREGAT 1,0,Home,25 a 29,593,503,488
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,111,CORNELLÀ DE LLOBREGAT 4,0,Home,55 a 59,639,595,590
12/01/2022,6700,CATALUNYA CENTRAL,60,Berguedà,6763,SOLSONÈS-BAGES-BERGUEDÀ,082,BERGA,1,Dona,70 a 74,636,587,581
12/01/2022,6300,TERRES DE L'EBRE,49,Baix Ebre,6360,TERRES DE L'EBRE,113,DELTEBRE,0,Home,25 a 29,342,284,274
12/01/2022,6300,TERRES DE L'EBRE,49,Baix Ebre,6360,TERRES DE L'EBRE,178,L'AMETLLA DE MAR - EL PERELLÓ,1,Dona,50 a 54,350,303,299
12/01/2022,6200,CAMP DE TARRAGONA,07,Baix Camp i Priorat,6259,BAIX CAMP-PRIORAT,112,CORNUDELLA DE MONTSANT,0,Home,45 a 49,122,102,102
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,181,PONTS,0,Home,65 a 69,114,109,107
12/01/2022,7801,METROPOLITANA SUD,25,L'Hospitalet Sud i el Prat de Llobregat,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,288,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,0,Home,45 a 49,1394,1268,1250
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,059,BARCELONA 8-C,0,Home,15 a 19,573,489,474
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,216,SANT JUST DESVERN,0,Home,25 a 29,441,357,344
12/01/2022,7802,METROPOLITANA NORD,67,Baix Montseny,7842,VALLÈS ORIENTAL,207,SANT CELONI,0,Home,55 a 59,1422,1254,1244
12/01/2022,6700,CATALUNYA CENTRAL,19,Anoia,6735,ANOIA,338,PIERA,0,Home,20 a 24,588,445,417
12/01/2022,7802,METROPOLITANA NORD,69,Vallès Oriental Central,7842,VALLÈS ORIENTAL,121,LA GARRIGA,0,Home,75 a 79,489,469,468
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,200,SALLENT,1,Dona,45 a 49,267,240,236
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,064,BARCELONA 8-H,0,Home,50 a 54,615,541,537
12/01/2022,7803,BARCELONA CIUTAT,46,Barcelona Esquerra,7849,BARCELONA SANTS-MONTJUÏC,033,BARCELONA 3-B,0,Home,60 a 64,630,573,571
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7844,VALLÈS OCCIDENTAL EST,302,MONTCADA I REIXAC,1,Dona,70 a 74,753,717,711
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,202,SANT BOI DE LLOBREGAT 1,1,Dona,45 a 49,1682,1579,1558
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,385,BARCELONA 8-J,0,Home,40 a 44,901,796,776
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,254,VALL DEL GES,1,Dona,35 a 39,606,492,474
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,198,SABADELL 7,1,Dona,75 a 79,159,153,152
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,133,LA JONQUERA,1,Dona,70 a 74,162,143,141
12/01/2022,6400,GIRONA,51,Alt Empordà,6461,GIRONA NORD,267,VILAFANT,0,Home,80 o més,343,331,329
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,280,BADALONA 9,1,Dona,60 a 64,601,562,553
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,153,MATARÓ 2,0,Home,35 a 39,586,488,474
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,283,BADALONA 12,1,Dona,80 o més,511,488,486
12/01/2022,7801,METROPOLITANA SUD,64,Baix Llobregat Litoral i Sant Boi,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,374,SANT VICENÇ DELS HORTS 1,1,Dona,20 a 24,579,514,501
12/01/2022,6400,GIRONA,52,Baix Empordà,6461,GIRONA NORD,172,PALAFRUGELL,0,Home,12 a 14,633,401,298
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,353,VILASSAR DE DALT,1,Dona,80 o més,523,497,493
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,110,CORNELLÀ DE LLOBREGAT 3,0,Home,30 a 34,357,280,274
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,156,MATARÓ 5,1,Dona,45 a 49,894,817,812
12/01/2022,7802,METROPOLITANA NORD,68,Baix Vallès,7842,VALLÈS ORIENTAL,175,PARETS DEL VALLÈS,1,Dona,25 a 29,469,414,408
12/01/2022,7803,BARCELONA CIUTAT,47,Barcelona Nord,7854,BARCELONA NOU BARRIS,402,BARCELONA 8-K,0,Home,55 a 59,579,537,529
12/01/2022,7100,ALT PIRINEU I ARAN,01,Alt Urgell,7164,ALT PIRINEU,233,LA SEU D'URGELL,1,Dona,65 a 69,483,417,409
12/01/2022,7802,METROPOLITANA NORD,35,Vallès Occidental Est,7844,VALLÈS OCCIDENTAL EST,105,CERDANYOLA DEL VALLÈS 2,1,Dona,35 a 39,588,521,513
12/01/2022,6400,GIRONA,53,Garrotxa,6461,GIRONA NORD,346,SANT JOAN LES FONTS,0,Home,40 a 44,242,214,210
12/01/2022,7801,METROPOLITANA SUD,65,Baix Llobregat Nord,7831,BAIX LLOBREGAT NORD,168,OLESA DE MONTSERRAT,1,Dona,0 a 11,1282,263,12
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,144,MANLLEU,0,Home,45 a 49,910,736,718
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,351,VIC-2 SUD,0,Home,65 a 69,592,542,534
12/01/2022,7801,METROPOLITANA SUD,63,Baix Llobregat Litoral i Viladecans,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,373,BEGUES,1,Dona,12 a 14,148,111,88
12/01/2022,6700,CATALUNYA CENTRAL,59,Bages i Solsonès,6763,SOLSONÈS-BAGES-BERGUEDÀ,200,SALLENT,1,Dona,40 a 44,246,213,205
12/01/2022,6200,CAMP DE TARRAGONA,09,Tarragonès,6258,TARRAGONÈS-BAIX PENEDÈS,107,CONSTANTÍ,1,Dona,0 a 11,450,59,1
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,109,CORNELLÀ DE LLOBREGAT 2,0,Home,30 a 34,837,652,628
12/01/2022,7802,METROPOLITANA NORD,66,Vallès Occidental Oest,7843,VALLÈS OCCIDENTAL OEST,389,SANT CUGAT DEL VALLÈS-2,0,Home,75 a 79,574,554,554
12/01/2022,7801,METROPOLITANA SUD,62,Garraf,7865,ALT PENEDÈS-GARRAF,393,RIBES-OLIVELLA,0,Home,80 o més,412,388,382
12/01/2022,6400,GIRONA,55,Alt Maresme,6462,GIRONA SUD,090,CALELLA,1,Dona,55 a 59,744,684,678
12/01/2022,6200,CAMP DE TARRAGONA,06,Alt Camp i Conca de Barberà,6257,ALT CAMP-CONCA DE BARBERÀ,262,ALT CAMP EST,1,Dona,80 o més,490,471,469
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,369,CORBERA DE LLOBREGAT,1,Dona,25 a 29,391,340,332
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,253,TONA,1,Dona,15 a 19,372,332,317
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,139,LLEIDA 5,1,Dona,15 a 19,397,349,336
12/01/2022,6400,GIRONA,52,Baix Empordà,6461,GIRONA NORD,173,PALAMÓS,0,Home,0 a 11,1437,238,21
12/01/2022,6700,CATALUNYA CENTRAL,60,Berguedà,6763,SOLSONÈS-BAGES-BERGUEDÀ,130,ALT BERGUEDÀ,1,Dona,25 a 29,78,71,70
12/01/2022,7802,METROPOLITANA NORD,33,Maresme Central,7867,BARCELONÈS NORD I MARESME,009,ARENYS DE MAR,1,Dona,25 a 29,516,427,421
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,214,SANT JOAN DESPÍ 2,0,Home,35 a 39,479,419,409
12/01/2022,7803,BARCELONA CIUTAT,70,Barcelona Dreta,7853,BARCELONA HORTA-GUINARDÓ,326,BARCELONA 7-G,1,Dona,70 a 74,970,906,901
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,002,ALCARRÀS,1,Dona,35 a 39,533,441,422
12/01/2022,7801,METROPOLITANA SUD,24,Baix Llobregat Centre i Fontsanta -L'H N,7866,BAIX LLOBREGAT CENTRE-LITORAL I L'H,291,L'HOSPITALET DE LLOBREGAT 4-TORRAS,0,Home,60 a 64,709,628,615
12/01/2022,6100,LLEIDA,05,Lleida,6156,LLEIDA,161,PLA D'URGELL,0,Home,65 a 69,998,889,871
12/01/2022,7802,METROPOLITANA NORD,30,Barcelonès Nord i Baix Maresme,7867,BARCELONÈS NORD I MARESME,283,BADALONA 12,0,Home,40 a 44,459,414,406
12/01/2022,6700,CATALUNYA CENTRAL,22,Osona,6745,OSONA,102,CENTELLES,1,Dona,75 a 79,278,263,262
